"DomainDNS","ObjectDN","ObjectType","SamAccountName","IsProtectedByAdminSDHolder","Trustee","TrusteeShortName","AccessControlType","ActiveDirectoryRights","IsInherited","IsSafePrincipal","IsDangerousForProtectedObjects"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","CHILD\Cert Publishers","CHILD\Cert Publishers","Allow","ReadProperty, WriteProperty","False","True","False"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","CHILD\Domain Admins","CHILD\Domain Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","Everyone","Everyone","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","MATHIASMOTRON\Enterprise Admins","MATHIASMOTRON\Enterprise Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","NT AUTHORITY\Authenticated Users","NT AUTHORITY\Authenticated Users","Allow","GenericRead","False","True","False"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ReadProperty, WriteProperty, ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","NT AUTHORITY\SYSTEM","NT AUTHORITY\SYSTEM","Allow","GenericAll","False","True","False"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-560","S-1-5-32-560","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Key Admins,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Key Admins","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","BUILTIN\Administrators","BUILTIN\Administrators","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","CHILD\Cert Publishers","CHILD\Cert Publishers","Allow","ReadProperty, WriteProperty","False","True","False"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","CHILD\Domain Admins","CHILD\Domain Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","Everyone","Everyone","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","MATHIASMOTRON\Enterprise Admins","MATHIASMOTRON\Enterprise Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","NT AUTHORITY\Authenticated Users","NT AUTHORITY\Authenticated Users","Allow","GenericRead","False","True","False"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ReadProperty, WriteProperty, ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","NT AUTHORITY\SYSTEM","NT AUTHORITY\SYSTEM","Allow","GenericAll","False","True","False"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-560","S-1-5-32-560","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Print Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Print Operators","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","BUILTIN\Administrators","BUILTIN\Administrators","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","CHILD\Cert Publishers","CHILD\Cert Publishers","Allow","ReadProperty, WriteProperty","False","True","False"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","CHILD\Domain Admins","CHILD\Domain Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","Everyone","Everyone","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","MATHIASMOTRON\Enterprise Admins","MATHIASMOTRON\Enterprise Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","NT AUTHORITY\Authenticated Users","NT AUTHORITY\Authenticated Users","Allow","GenericRead","False","True","False"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ReadProperty, WriteProperty, ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","NT AUTHORITY\SYSTEM","NT AUTHORITY\SYSTEM","Allow","GenericAll","False","True","False"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-560","S-1-5-32-560","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Read-only Domain Controllers,CN=Users,DC=child,DC=mathiasmotron,DC=com","Group","Read-only Domain Controllers","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","BUILTIN\Administrators","BUILTIN\Administrators","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","CHILD\Cert Publishers","CHILD\Cert Publishers","Allow","ReadProperty, WriteProperty","False","True","False"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","CHILD\Domain Admins","CHILD\Domain Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","Everyone","Everyone","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","MATHIASMOTRON\Enterprise Admins","MATHIASMOTRON\Enterprise Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","NT AUTHORITY\Authenticated Users","NT AUTHORITY\Authenticated Users","Allow","GenericRead","False","True","False"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ReadProperty, WriteProperty, ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","NT AUTHORITY\SYSTEM","NT AUTHORITY\SYSTEM","Allow","GenericAll","False","True","False"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-560","S-1-5-32-560","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Replicator,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Replicator","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","BUILTIN\Administrators","BUILTIN\Administrators","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","CHILD\Cert Publishers","CHILD\Cert Publishers","Allow","ReadProperty, WriteProperty","False","True","False"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","CHILD\Domain Admins","CHILD\Domain Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","Everyone","Everyone","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","MATHIASMOTRON\Enterprise Admins","MATHIASMOTRON\Enterprise Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","NT AUTHORITY\Authenticated Users","NT AUTHORITY\Authenticated Users","Allow","GenericRead","False","True","False"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ReadProperty, WriteProperty, ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","NT AUTHORITY\SYSTEM","NT AUTHORITY\SYSTEM","Allow","GenericAll","False","True","False"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","GenericRead","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-560","S-1-5-32-560","Allow","ReadProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Server Operators,CN=Builtin,DC=child,DC=mathiasmotron,DC=com","Group","Server Operators","True","S-1-5-32-561","S-1-5-32-561","Allow","ReadProperty, WriteProperty","False","False","True"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","BUILTIN\Administrators","BUILTIN\Administrators","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","CHILD\Cert Publishers","CHILD\Cert Publishers","Allow","ReadProperty, WriteProperty","False","True","False"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","CHILD\Domain Admins","CHILD\Domain Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","True","False"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","Everyone","Everyone","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","MATHIASMOTRON\Enterprise Admins","MATHIASMOTRON\Enterprise Admins","Allow","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","False","False","True"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","NT AUTHORITY\Authenticated Users","NT AUTHORITY\Authenticated Users","Allow","GenericRead","False","True","False"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","NT AUTHORITY\SELF","NT AUTHORITY\SELF","Allow","ReadProperty, WriteProperty, ExtendedRight","False","True","False"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","NT AUTHORITY\SYSTEM","NT AUTHORITY\SYSTEM","Allow","GenericAll","False","True","False"
"child.mathiasmotron.com","CN=Admin,CN=Users,DC=child,DC=mathiasmotron,DC=com","User","Admin","True","S-1-5-32-554","S-1-5-32-554","Allow","ReadProperty","False","False","True"
